Status,Ticket ID,Priority,Source,Topic,Agent Group,Agent Name,Created time,Expected SLA to resolve,Expected SLA to first response,First response time,SLA For first response,Resolution time,SLA For Resolution,Agent interactions,Survey results,Product group,Support Level,Country,Latitude,Longitude,Response Time Difference,Within Estimated Time,Time to Resolution (Days),Time to Resolution (Days,Estimated Time to Resolve (Minutes),Estimated Time to Resolve (Days)
Closed,1865,Low,Chat,Feature request,2nd line support,Adolpho Messingham,2023-04-17 12:14:44,2023-04-18 12:14:44,2023-04-17 12:16:44,2023-04-17 12:16:25.429,Within SLA,2023-04-17 17:46:34.565,Within SLA,4.0,Good,Custom software development,Tier 2,United Kingdom,55.378052,-3.435973,-0.3095166666666667,True,0.2,0.2,1440.0,1.0
In progress,1866,Medium,Email,Purchasing and invoicing,1st line support,Connor Danielovitch,2023-04-17 19:02:22,2023-04-19 19:02:22,2023-04-17 20:02:22,2023-04-18 01:19:45.954,SLA Violated,0,SLA Violated,7.0,No Feedback,Custom software development,Tier 1,Slovenia,46.1491664,14.9860106,317.39923333333337,False,,-1.0,2880.0,2.0
Closed,1867,Medium,Chat,Product setup,1st line support,Kristos Westoll,2023-04-17 15:48:18,2023-04-18 15:48:18,2023-04-17 15:50:18,2023-04-17 15:48:45.481,Within SLA,2023-04-18 11:31:09.609,Within SLA,4.0,Very Poor,Ready to use Software,Tier 1,Poland,52.536273,19.050639,-1.5419833333333335,True,0.8,0.8,1440.0,1.0
Resolved,1868,Low,Phone,Pricing and licensing,1st line support,Bernard Beckley,2023-04-17 13:01:40,2023-04-19 13:01:40,2023-04-17 13:03:40,2023-04-17 13:01:46.665,Within SLA,2023-04-22 06:28:14.225,SLA Violated,2.0,No Feedback,Custom software development,Tier 1,Austria,47.6964719,13.3457347,-1.8889166666666666,True,4.7,4.7,2880.0,2.0
Resolved,1869,Medium,Email,Purchasing and invoicing,1st line support,Connor Danielovitch,2023-04-17 04:59:54,2023-04-19 04:59:54,2023-04-17 05:59:54,2023-04-17 05:06:25.426,Within SLA,2023-04-18 18:14:34.093,Within SLA,2.0,No Feedback,Custom software development,Tier 1,Poland,52.536273,19.050639,-53.47623333333333,True,1.6,1.6,2880.0,2.0
Closed,1870,High,Email,Product setup,1st line support,Kristos Westoll,2023-04-18 21:47:02,2023-04-20 21:47:02,2023-04-18 22:47:02,2023-04-18 21:51:37.001,Within SLA,2023-04-19 08:04:05.220,Within SLA,8.0,Excellent,Ready to use Software,Tier 1,Italy,43.036776,12.678565,-55.41665,True,0.4,0.4,2880.0,2.0
Closed,1871,Low,Email,Training request,1st line support,Nicola Wane,2023-04-18 17:48:33,2023-04-20 17:48:33,2023-04-18 18:48:33,2023-04-18 18:19:58.939,Within SLA,2023-04-19 06:10:27.493,Within SLA,1.0,Very Poor,Training and Consulting Services,Tier 1,Slovenia,46.1491664,14.9860106,-28.56768333333333,True,0.5,0.5,2880.0,2.0
Closed,1872,High,Email,Product setup,2nd line support,Michele Whyatt,2023-04-18 13:56:21,2023-04-20 13:56:21,2023-04-18 14:56:21,2023-04-18 14:25:41.720,Within SLA,2023-04-19 02:06:18.149,Within SLA,3.0,Excellent,Ready to use Software,Tier 2,Slovenia,46.1491664,14.9860106,-30.654666666666667,True,0.5,0.5,2880.0,2.0
Closed,1873,Low,Phone,Feature request,1st line support,Kristos Westoll,2023-04-18 16:22:40,2023-04-20 16:22:40,2023-04-18 16:24:40,2023-04-18 16:23:05.826,Within SLA,2023-04-19 09:22:55.824,Within SLA,5.0,Very Poor,Custom software development,Tier 1,Poland,52.536273,19.050639,-1.5695666666666668,True,0.7,0.7,2880.0,2.0
In progress,1874,Low,Email,Other,2nd line support,Michele Whyatt,2023-04-18 08:58:20,2023-04-20 08:58:20,2023-04-18 09:58:20,2023-04-18 09:04:16.695,Within SLA,0,SLA Violated,10.0,No Feedback,Ready to use Software,Tier 2,Italy,43.036776,12.678565,-54.05508333333333,True,,-1.0,2880.0,2.0
Resolved,1875,Medium,Chat,Pricing and licensing,2nd line support,Adolpho Messingham,2023-04-18 12:00:17,2023-04-19 12:00:17,2023-04-18 12:02:17,2023-04-18 12:02:08.282,Within SLA,2023-04-18 17:27:12.720,Within SLA,3.0,No Feedback,Ready to use Software,Tier 2,Germany,51.165691,10.451526,-0.1453,True,0.2,0.2,1440.0,1.0
Closed,1876,Low,Email,Feature request,1st line support,Kristos Westoll,2023-04-18 18:29:18,2023-04-20 18:29:18,2023-04-18 19:29:18,2023-04-18 18:48:22.082,Within SLA,2023-04-19 10:02:20.830,Within SLA,6.0,Good,Ready to use Software,Tier 1,Poland,52.536273,19.050639,-40.93196666666667,True,0.6,0.6,2880.0,2.0
Resolved,1877,Medium,Email,Product setup,1st line support,Kristos Westoll,2023-04-18 17:37:19,2023-04-20 17:37:19,2023-04-18 18:37:19,2023-04-18 17:41:28.270,Within SLA,2023-04-20 13:23:07.856,Within SLA,5.0,No Feedback,Other,Tier 1,Germany,51.165691,10.451526,-55.8455,True,1.8,1.8,2880.0,2.0
Closed,1878,Low,Email,Product setup,1st line support,Bernard Beckley,2023-04-18 12:51:38,2023-04-20 12:51:38,2023-04-18 13:51:38,2023-04-18 13:00:28.733,Within SLA,2023-04-20 02:33:18.943,Within SLA,7.0,Good,Ready to use Software,Tier 1,Austria,47.6964719,13.3457347,-51.15445,True,1.6,1.6,2880.0,2.0
In progress,1879,Low,Email,Purchasing and invoicing,1st line support,Sheela Cutten,2023-04-18 22:00:04,2023-04-20 22:00:04,2023-04-18 23:00:04,2023-04-18 22:02:29.953,Within SLA,0,SLA Violated,3.0,No Feedback,Ready to use Software,Tier 1,Italy,43.036776,12.678565,-57.56745,True,,-1.0,2880.0,2.0
Resolved,1880,Low,Email,Bug report,1st line support,Kristos Westoll,2023-04-19 13:44:33,2023-04-21 13:44:33,2023-04-19 14:44:33,2023-04-19 14:41:13.167,Within SLA,2023-04-20 15:08:42.506,Within SLA,1.0,No Feedback,Custom software development,Tier 1,Germany,51.165691,10.451526,-3.33055,True,1.1,1.1,2880.0,2.0
Resolved,1881,High,Chat,Purchasing and invoicing,1st line support,Bernard Beckley,2023-04-19 22:56:27,2023-04-20 22:56:27,2023-04-19 22:58:27,2023-04-19 22:58:21.525,Within SLA,2023-04-20 22:01:24.127,Within SLA,6.0,No Feedback,Ready to use Software,Tier 1,Italy,43.036776,12.678565,-0.09125,True,1.0,1.0,1440.0,1.0
Resolved,1882,Medium,Chat,Feature request,1st line support,Sheela Cutten,2023-04-19 02:54:38,2023-04-20 02:54:38,2023-04-19 02:56:38,2023-04-19 02:59:46.073,SLA Violated,2023-04-22 03:55:56.484,SLA Violated,4.0,No Feedback,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973,3.13455,False,3.0,3.0,1440.0,1.0
In progress,1883,Low,Chat,Feature request,1st line support,Connor Danielovitch,2023-04-19 15:12:56,2023-04-20 15:12:56,2023-04-19 15:14:56,2023-04-19 15:14:04.275,Within SLA,0,SLA Violated,4.0,No Feedback,Custom software development,Tier 1,Slovenia,46.1491664,14.9860106,-0.8620833333333333,True,,-1.0,1440.0,1.0
Closed,1884,High,Email,Bug report,2nd line support,Heather Urry,2023-04-19 13:35:20,2023-04-21 13:35:20,2023-04-19 14:35:20,2023-04-19 20:51:45.427,SLA Violated,2023-04-19 16:33:08.898,Within SLA,5.0,Average,Custom software development,Tier 2,Spain,39.67337,-4.767726,376.42378333333335,False,0.1,0.1,2880.0,2.0
Closed,1885,Medium,Phone,Other,1st line support,Sheela Cutten,2023-04-19 00:38:17,2023-04-21 00:38:17,2023-04-19 00:40:17,2023-04-19 00:40:54.091,SLA Violated,2023-04-20 13:31:09.370,Within SLA,5.0,Average,Ready to use Software,Tier 1,Italy,43.036776,12.678565,0.6181833333333333,False,1.5,1.5,2880.0,2.0
Resolved,1886,Low,Chat,Bug report,2nd line support,Michele Whyatt,2023-04-19 05:03:07,2023-04-20 05:03:07,2023-04-19 05:05:07,2023-04-19 05:04:44.830,Within SLA,2023-04-20 00:54:55.133,Within SLA,6.0,No Feedback,Ready to use Software,Tier 2,France,48.864716,2.349014,-0.36950000000000005,True,0.8,0.8,1440.0,1.0
Closed,1887,Low,Chat,Pricing and licensing,1st line support,Sheela Cutten,2023-04-19 05:08:23,2023-04-20 05:08:23,2023-04-19 05:10:23,2023-04-19 05:09:56.791,Within SLA,2023-04-21 12:57:06.675,SLA Violated,6.0,Poor,Custom software development,Tier 1,Germany,51.165691,10.451526,-0.4368166666666667,True,2.3,2.3,1440.0,1.0
In progress,1888,Low,Email,Purchasing and invoicing,1st line support,Sheela Cutten,2023-04-20 05:20:43,2023-04-22 05:20:43,2023-04-20 06:20:43,2023-04-20 06:12:17.519,Within SLA,0,SLA Violated,7.0,No Feedback,Ready to use Software,Tier 1,Poland,52.536273,19.050639,-8.424683333333332,True,,-1.0,2880.0,2.0
Closed,1889,Low,Email,Pricing and licensing,1st line support,Nicola Wane,2023-04-20 03:15:00,2023-04-22 03:15:00,2023-04-20 04:15:00,2023-04-20 04:02:36.991,Within SLA,2023-04-21 03:15:12.579,Within SLA,7.0,Very Poor,Custom software development,Tier 1,Italy,43.036776,12.678565,-12.383483333333334,True,1.0,1.0,2880.0,2.0
Resolved,1890,High,Email,Purchasing and invoicing,1st line support,Connor Danielovitch,2023-04-20 02:50:32,2023-04-22 02:50:32,2023-04-20 03:50:32,2023-04-20 02:54:32.078,Within SLA,2023-04-21 03:23:22.855,Within SLA,7.0,No Feedback,Ready to use Software,Tier 1,Greece,39.368279,21.863141,-55.9987,True,1.0,1.0,2880.0,2.0
Resolved,1891,Low,Email,Pricing and licensing,1st line support,Bernard Beckley,2023-04-20 04:04:48,2023-04-22 04:04:48,2023-04-20 05:04:48,2023-04-20 04:17:18.221,Within SLA,2023-04-21 06:25:31.320,Within SLA,4.0,No Feedback,Other,Tier 1,Germany,51.165691,10.451526,-47.496316666666665,True,1.1,1.1,2880.0,2.0
Resolved,1892,Low,Email,Other,1st line support,Sheela Cutten,2023-04-20 10:08:09,2023-04-22 10:08:09,2023-04-20 11:08:09,2023-04-20 10:24:12.633,Within SLA,2023-04-20 19:51:38.004,Within SLA,8.0,No Feedback,Custom software development,Tier 1,Republic of Ireland,53.094024,-8.019675,-43.93945,True,0.4,0.4,2880.0,2.0
Closed,1893,Low,Phone,Feature request,1st line support,Sheela Cutten,2023-04-20 08:25:00,2023-04-22 08:25:00,2023-04-20 08:27:00,2023-04-20 08:26:22.985,Within SLA,2023-04-21 04:14:40.511,Within SLA,4.0,Good,Ready to use Software,Tier 1,Slovenia,46.1491664,14.9860106,-0.6169166666666667,True,0.8,0.8,2880.0,2.0
Resolved,1894,Medium,Chat,Feature request,1st line support,Nicola Wane,2023-04-20 23:58:35,2023-04-21 23:58:35,2023-04-21 00:00:35,2023-04-20 23:58:37.889,Within SLA,2023-04-25 04:53:54.712,SLA Violated,6.0,No Feedback,Other,Tier 1,Germany,51.165691,10.451526,-1.95185,True,4.2,4.2,1440.0,1.0
Closed,1895,Low,Email,Product setup,1st line support,Connor Danielovitch,2023-04-20 00:51:56,2023-04-22 00:51:56,2023-04-20 01:51:56,2023-04-20 01:28:01.350,Within SLA,2023-04-21 10:08:57.985,Within SLA,6.0,Average,Other,Tier 1,Republic of Ireland,53.094024,-8.019675,-23.910833333333336,True,1.4,1.4,2880.0,2.0
Closed,1896,Low,Email,Other,1st line support,Connor Danielovitch,2023-04-20 19:33:22,2023-04-22 19:33:22,2023-04-20 20:33:22,2023-04-20 20:16:58.100,Within SLA,2023-04-22 16:26:36.944,Within SLA,10.0,Good,Training and Consulting Services,Tier 1,Republic of Ireland,53.094024,-8.019675,-16.398333333333333,True,1.9,1.9,2880.0,2.0
Resolved,1897,Medium,Chat,Purchasing and invoicing,1st line support,Nicola Wane,2023-04-21 14:40:38,2023-04-22 14:40:38,2023-04-21 14:42:38,2023-04-21 14:40:48.142,Within SLA,2023-04-22 04:29:32.153,Within SLA,6.0,No Feedback,Training and Consulting Services,Tier 1,Germany,51.165691,10.451526,-1.8309666666666666,True,0.6,0.6,1440.0,1.0
Resolved,1898,Low,Email,Product setup,2nd line support,Adolpho Messingham,2023-04-21 18:39:35,2023-04-23 18:39:35,2023-04-21 19:39:35,2023-04-21 18:42:07.282,Within SLA,2023-04-22 00:37:36.335,Within SLA,5.0,No Feedback,Custom software development,Tier 2,Germany,51.165691,10.451526,-57.46196666666666,True,0.2,0.2,2880.0,2.0
In progress,1899,Low,Email,Purchasing and invoicing,2nd line support,Michele Whyatt,2023-04-21 15:42:29,2023-04-23 15:42:29,2023-04-21 16:42:29,2023-04-21 15:55:25.605,Within SLA,0,SLA Violated,2.0,No Feedback,Training and Consulting Services,Tier 2,Italy,43.036776,12.678565,-47.056583333333336,True,,-1.0,2880.0,2.0
In progress,1900,Low,Email,Other,2nd line support,Adolpho Messingham,2023-04-21 18:14:08,2023-04-23 18:14:08,2023-04-21 19:14:08,2023-04-21 18:56:24.155,Within SLA,0,SLA Violated,7.0,No Feedback,Other,Tier 2,Spain,39.67337,-4.767726,-17.73075,True,,-1.0,2880.0,2.0
Closed,1901,Medium,Email,Feature request,1st line support,Bernard Beckley,2023-04-21 03:00:43,2023-04-23 03:00:43,2023-04-21 04:00:43,2023-04-21 03:19:12.917,Within SLA,2023-04-22 07:33:19.142,Within SLA,1.0,Good,Ready to use Software,Tier 1,Republic of Ireland,53.094024,-8.019675,-41.50138333333334,True,1.2,1.2,2880.0,2.0
Resolved,1902,Low,Chat,Product setup,1st line support,Connor Danielovitch,2023-04-21 22:59:18,2023-04-22 22:59:18,2023-04-21 23:01:18,2023-04-21 23:02:53.646,SLA Violated,2023-04-25 06:52:11.439,SLA Violated,60.0,No Feedback,Training and Consulting Services,Tier 1,Germany,51.165691,10.451526,1.5941,False,3.3,3.3,1440.0,1.0
Resolved,1903,High,Phone,Training request,1st line support,Sheela Cutten,2023-04-21 17:29:36,2023-04-23 17:29:36,2023-04-21 17:31:36,2023-04-21 17:34:48.030,SLA Violated,2023-04-23 04:28:01.678,Within SLA,2.0,No Feedback,Training and Consulting Services,Tier 1,Bulgaria,42.7249925,25.4833039,3.2005,False,1.5,1.5,2880.0,2.0
Resolved,1904,Low,Chat,Other,2nd line support,Heather Urry,2023-04-21 06:37:18,2023-04-22 06:37:18,2023-04-21 06:39:18,2023-04-21 06:38:29.234,Within SLA,2023-04-21 16:34:17.277,Within SLA,8.0,No Feedback,Ready to use Software,Tier 2,Spain,39.67337,-4.767726,-0.8127666666666666,True,0.4,0.4,1440.0,1.0
In progress,1905,Low,Email,Product setup,2nd line support,Michele Whyatt,2023-04-22 22:56:34,2023-04-24 22:56:34,2023-04-22 23:56:34,2023-04-23 00:51:10.020,SLA Violated,0,SLA Violated,9.0,No Feedback,Ready to use Software,Tier 2,United Kingdom,55.378052,-3.435973,54.60033333333333,False,,-1.0,2880.0,2.0
Closed,1911,High,Email,Product setup,2nd line support,Adolpho Messingham,2023-04-23 06:37:05,2023-04-25 06:37:05,2023-04-23 07:37:05,2023-04-23 07:11:55.098,Within SLA,2023-04-23 15:12:44.230,Within SLA,1.0,Excellent,Other,Tier 2,Republic of Ireland,53.094024,-8.019675,-25.165033333333334,True,0.4,0.4,2880.0,2.0
Resolved,1912,Medium,Chat,Product setup,1st line support,Bernard Beckley,2023-04-23 16:15:55,2023-04-24 16:15:55,2023-04-23 16:17:55,2023-04-23 16:17:46.758,Within SLA,2023-04-24 02:33:04.212,Within SLA,4.0,No Feedback,Other,Tier 1,Germany,51.165691,10.451526,-0.1373666666666667,True,0.4,0.4,1440.0,1.0
Resolved,1913,Medium,Chat,Other,1st line support,Bernard Beckley,2023-04-23 17:18:47,2023-04-24 17:18:47,2023-04-23 17:20:47,2023-04-23 17:19:40.224,Within SLA,2023-04-24 10:50:46.021,Within SLA,9.0,No Feedback,Training and Consulting Services,Tier 1,Slovenia,46.1491664,14.9860106,-1.1129333333333333,True,0.7,0.7,1440.0,1.0
Closed,1914,Low,Email,Product setup,1st line support,Nicola Wane,2023-04-24 11:26:34,2023-04-26 11:26:34,2023-04-24 12:26:34,2023-04-24 12:13:04.786,Within SLA,2023-04-24 13:32:01.408,Within SLA,8.0,Very Poor,Ready to use Software,Tier 1,Greece,39.368279,21.863141,-13.4869,True,0.1,0.1,2880.0,2.0
In progress,1915,Low,Phone,Product setup,1st line support,Connor Danielovitch,2023-04-24 07:32:10,2023-04-26 07:32:10,2023-04-24 07:34:10,2023-04-24 07:33:15.801,Within SLA,0,SLA Violated,5.0,No Feedback,Ready to use Software,Tier 1,Czech Republic,49.8037633,15.4749126,-0.9033166666666667,True,,-1.0,2880.0,2.0
Closed,1916,Low,Email,Product setup,1st line support,Sheela Cutten,2023-04-24 08:29:14,2023-04-26 08:29:14,2023-04-24 09:29:14,2023-04-24 08:30:13.582,Within SLA,2023-04-26 00:55:27.002,Within SLA,2.0,Good,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973,-59.00696666666667,True,1.7,1.7,2880.0,2.0
Closed,1917,Low,Email,Bug report,1st line support,Connor Danielovitch,2023-04-24 09:05:20,2023-04-26 09:05:20,2023-04-24 10:05:20,2023-04-24 09:46:46.587,Within SLA,2023-04-24 19:12:42.998,Within SLA,5.0,Good,Custom software development,Tier 1,Republic of Ireland,53.094024,-8.019675,-18.556883333333335,True,0.4,0.4,2880.0,2.0
Resolved,1918,Medium,Email,Product setup,1st line support,Sheela Cutten,2023-04-24 02:39:48,2023-04-26 02:39:48,2023-04-24 03:39:48,2023-04-24 03:23:36.675,Within SLA,2023-04-26 01:17:47.832,Within SLA,10.0,No Feedback,Ready to use Software,Tier 1,Italy,43.036776,12.678565,-16.188750000000002,True,1.9,1.9,2880.0,2.0
In progress,1919,Low,Chat,Other,1st line support,Sheela Cutten,2023-04-24 05:18:34,2023-04-25 05:18:34,2023-04-24 05:20:34,2023-04-24 05:22:48.089,SLA Violated,0,SLA Violated,60.0,No Feedback,Other,Tier 1,Germany,51.165691,10.451526,2.2348166666666667,False,,-1.0,1440.0,1.0
Closed,1920,Medium,Email,Purchasing and invoicing,2nd line support,Adolpho Messingham,2023-04-24 17:08:16,2023-04-26 17:08:16,2023-04-24 18:08:16,2023-04-24 17:16:07.826,Within SLA,2023-04-25 16:33:11.829,Within SLA,6.0,Excellent,Custom software development,Tier 2,Slovenia,46.1491664,14.9860106,-52.13623333333333,True,1.0,1.0,2880.0,2.0
Resolved,1921,Medium,Chat,Other,1st line support,Sheela Cutten,2023-04-24 13:49:38,2023-04-25 13:49:38,2023-04-24 13:51:38,2023-04-24 13:49:54.649,Within SLA,2023-04-24 18:16:37.347,Within SLA,3.0,No Feedback,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973,-1.7225166666666667,True,0.2,0.2,1440.0,1.0
In progress,1922,Low,Email,Feature request,1st line support,Connor Danielovitch,2023-04-24 01:45:52,2023-04-26 01:45:52,2023-04-24 02:45:52,2023-04-24 01:49:11.007,Within SLA,0,SLA Violated,8.0,No Feedback,Custom software development,Tier 1,Germany,51.165691,10.451526,-56.68321666666667,True,,-1.0,2880.0,2.0
Closed,1923,Medium,Chat,Feature request,1st line support,Connor Danielovitch,2023-04-25 19:44:53,2023-04-26 19:44:53,2023-04-25 19:46:53,2023-04-25 19:46:04.927,Within SLA,2023-04-29 19:50:10.060,SLA Violated,6.0,Good,Custom software development,Tier 1,United Kingdom,55.378052,-3.435973,-0.8012166666666667,True,4.0,4.0,1440.0,1.0
Closed,1924,High,Chat,Pricing and licensing,1st line support,Connor Danielovitch,2023-04-25 21:29:53,2023-04-26 21:29:53,2023-04-25 21:31:53,2023-04-25 21:31:03.482,Within SLA,2023-04-28 17:26:42.569,SLA Violated,4.0,Average,Training and Consulting Services,Tier 1,Austria,47.6964719,13.3457347,-0.8253,True,2.8,2.8,1440.0,1.0
Resolved,1925,High,Email,Product setup,2nd line support,Heather Urry,2023-04-25 04:12:52,2023-04-27 04:12:52,2023-04-25 05:12:52,2023-04-25 09:34:16.723,SLA Violated,2023-04-25 07:22:50.074,Within SLA,8.0,No Feedback,Ready to use Software,Tier 2,Poland,52.536273,19.050639,261.41205,False,0.1,0.1,2880.0,2.0
In progress,1927,Low,Chat,Other,2nd line support,Adolpho Messingham,2023-04-25 15:06:36,2023-04-26 15:06:36,2023-04-25 15:08:36,2023-04-25 15:07:02.461,Within SLA,0,SLA Violated,4.0,No Feedback,Custom software development,Tier 2,France,48.864716,2.349014,-1.5589833333333334,True,,-1.0,1440.0,1.0
In progress,1928,Medium,Email,Training request,2nd line support,Adolpho Messingham,2023-04-25 00:40:34,2023-04-27 00:40:34,2023-04-25 01:40:34,2023-04-25 00:55:20.044,Within SLA,0,SLA Violated,1.0,No Feedback,Training and Consulting Services,Tier 2,United Kingdom,55.378052,-3.435973,-45.232600000000005,True,,-1.0,2880.0,2.0
Closed,1929,Medium,Email,Other,1st line support,Bernard Beckley,2023-04-25 23:46:34,2023-04-27 23:46:34,2023-04-26 00:46:34,2023-04-25 23:49:39.697,Within SLA,2023-04-27 06:08:07.734,Within SLA,2.0,Very Poor,Other,Tier 1,France,48.864716,2.349014,-56.905049999999996,True,1.3,1.3,2880.0,2.0
Closed,1930,Low,Chat,Feature request,1st line support,Kristos Westoll,2023-04-25 16:29:32,2023-04-26 16:29:32,2023-04-25 16:31:32,2023-04-25 16:29:48.033,Within SLA,2023-04-25 21:14:27.484,Within SLA,4.0,Poor,Ready to use Software,Tier 1,Italy,43.036776,12.678565,-1.7327833333333333,True,0.2,0.2,1440.0,1.0
Closed,1931,Low,Email,Bug report,2nd line support,Adolpho Messingham,2023-04-26 03:07:27,2023-04-28 03:07:27,2023-04-26 04:07:27,2023-04-26 03:24:25.422,Within SLA,2023-04-28 01:51:22.632,Within SLA,2.0,Good,Training and Consulting Services,Tier 2,Spain,39.67337,-4.767726,-43.0263,True,1.9,1.9,2880.0,2.0
Open,1932,High,Email,Training request,1st line support,Connor Danielovitch,2023-04-26 11:36:51,2023-04-28 11:36:51,2023-04-26 12:36:51,2023-04-26 12:36:51.000,SLA Violated,0,SLA Violated,5.50363196125908,No Feedback,Training and Consulting Services,Tier 1,Italy,43.036776,12.678565,0.0,True,,-1.0,2880.0,2.0
Closed,1933,Low,Chat,Feature request,2nd line support,Heather Urry,2023-04-26 21:03:39,2023-04-27 21:03:39,2023-04-26 21:05:39,2023-04-26 21:09:02.475,SLA Violated,2023-04-27 05:16:26.730,Within SLA,6.0,Good,Custom software development,Tier 2,United Kingdom,55.378052,-3.435973,3.39125,False,0.3,0.3,1440.0,1.0
Closed,1934,Low,Email,Pricing and Licensing,1st line support,Kristos Westoll,2023-04-26 12:39:40,2023-04-28 12:39:40,2023-04-26 13:39:40,2023-04-26 12:47:26.240,Within SLA,2023-04-27 01:18:01.745,Within SLA,10.0,Poor,Custom software development,Tier 1,France,48.864716,2.349014,-52.22933333333334,True,0.5,0.5,2880.0,2.0
Closed,1937,Low,Email,Other,1st line support,Kristos Westoll,2023-04-28 04:17:19,2023-04-30 04:17:19,2023-04-28 05:17:19,2023-04-28 04:21:06.983,Within SLA,2023-04-28 18:03:59.063,Within SLA,7.0,Good,Ready to use Software,Tier 1,Italy,43.036776,12.678565,-56.20028333333333,True,0.6,0.6,2880.0,2.0
Closed,1938,Medium,Email,Pricing and licensing,2nd line support,Heather Urry,2023-04-28 12:45:26,2023-04-30 12:45:26,2023-04-28 13:45:26,2023-04-28 13:10:11.975,Within SLA,2023-04-28 15:11:05.386,Within SLA,8.0,Excellent,Ready to use Software,Tier 2,Germany,51.165691,10.451526,-35.23375,True,0.1,0.1,2880.0,2.0
In progress,1939,Low,Chat,Other,1st line support,Bernard Beckley,2023-04-28 01:42:28,2023-04-29 01:42:28,2023-04-28 01:44:28,2023-04-28 01:43:46.920,Within SLA,0,SLA Violated,3.0,No Feedback,Custom software development,Tier 1,Czech Republic,49.8037633,15.4749126,-0.6846666666666666,True,,-1.0,1440.0,1.0
